,reviews,purchased
1593,"Great collins mix : Can't find it anywhere in stores and the price is unbelievable check some of the prices people are asking. just move to Maryland from Virginia all VA stores always had it on their shelves, I think it's as close to hand made as you can find. I will always have some on hand as long as I can find it.",False
1594,To sweet : It took me 3 orders to get the right product. The Collins mix was to sweet for my taste. I tried diluting the mix to cut down on the sweetness but to no avail. I found a product called Polar Tom Collins mix which was almost perfect and can be purchased on-line for a much lower price.,True
1595,"fortheod1 : very good product,hard to find locally!",True
1596,Fabulous mixer! : I prefer to purchase this in the store individually but will do whatever's necessary to get it! Absolutely a MAGNIFICENT mixer!,True
1597,Collins Mixer : Took 2 tries to get the right order. The product itself is very good.,True
1598,The best Collins mix on the market. : The best Collins mix you will ever find.,False
1599,Five Stars : A great buy for the home bottler. Would recommend to a brewing friend.,
1600,"Four Stars : Look good, just your basic old bottle caps.",
1601,Four Stars : Seems like they should go on the bottle better,
1602,"They are great for charms but you should know a couple of things : I purchased these to make charms. They work fine, but if you are using them for this purpose you should know they have a plastic liner. I didn't see that in the description and didn't think about it till thy were received. You can peel off the liner but it's a nuisance. Also, I use a Sizzix Big Kick to flatten. At first they were going complete flat and distorted into ovals. After several frustrating attempts, I realized I was using an extra shim from a previous project. If you use just the base plate and the 2 cutting plates, they will turn out perfectly. Also, they cut deep and will stick' to the cutting plate but will pop out very easily. My plates are already pretty shot, so I will probably keep using them just for the bottle caps and get new ones for my other projects.",
1603,"Love this product! : This is the best Bloody Mary mix I've ever tried! The balance of spice is excellent and when I add the amount of Vodka called for in the recipe it makes a very tasty ( and not too strong ) drink. My order arrived on the day I was told it would, was well packaged and in perfect condition. Very good value for the price! I will order again!",False
1604,good for what it is intend for... : good for pina coladas. no complains.,True
1605,Yucky! : This mix is overly sweet and probably could lose the high fructose corn syrup. It also has a soapy taste often associated with coconut oil. I will be dumping it out!,False
1606,"im happy with product : ive only used a few yeasts in my day for making wine, cider, and mead and ive never found much difference in taste depending on yeast. i started my latest hooch two days ago and id like to say ive never had a more active batch. in a 1 gallon carboy or in my 5gal bucket the airlocks are going nuts, very active little buggers they are.",
1607,"Love this yeast! : I use it for apfelwein (google edworts apfelwein for the recipe). The standard for apfelwein is montrachet, but I find that the cote des blancs ferments out a little dryer, while leaving a cleaner overall flavor and a bit of lingering sweet sensation on your tongue. Costs 1/pack at my local homebrew store, and stays good in the fridge for a couple years, so no point in not buying in bulk.",
1608,"Highly recommend!! : I love this it has become my go to for white, and blush brews. There is virtually no foam at all, just a little bubbling. I used this with pear, the final product was so wonderfully aromatic, and the taste was superb. It made you just want to drink glass after glass of it. There was a nice level of alcohol as well, about 9-10. However, I made 6 gallons and only used one package. The instructions say one package will do up to 5 gallons so if I had used two I would probably have gotten a higher alcohol percentage. Nevertheless, even with one package it was wonderful.",
1609,"Great Service! : I like this product because it makes the homemade wine smell with fruity aromas. Great product for red or white wines, but works well with 100 apple juice.",
1610,"A little slow, but very effective for many white wines. : I used this to make apple wine and it was marvelous. It worked very well and didn't have a yeasty flavor at all. It can be a little slow to start, but that is likely because I wasn't using it for the intended purpose. If you're looking for a long-lasting, simple, affordable yeast for white wines of any type, this will keep you happy.It is worth noting that each packet is enough for 5 gallons worth of wine so long as you give it sufficient time to ferment.",
